97, 125 
96, 136 
96, 147 
95, 158 
94, 167 
93, 175 
92, 183 
90, 191 
88, 199 
86, 209 
82, 218 
79, 227 
76, 234 
75, 240 
74, 245 
75, 250 
76, 253 
78, 256 
80, 258 
83, 258 
85, 258 
86, 256 
88, 252 
90, 250 
92, 249 
94, 248 
96, 250 
96, 253 
95, 254 
94, 253 
94, 252 
94, 251 
94, 249 
94, 248 
94, 248 
94, 248 
95, 248 
97, 247 
99, 246 
101, 245 
104, 243 
107, 242 
109, 241 
111, 242 
113, 244 
114, 245 
115, 246 
115, 247 
115, 248 
115, 251 
115, 254 
115, 257 
116, 263 
118, 268 
119, 271 
122, 275 
130, 277 
152, 271 
21, 432 
39, 430 
365, 179 
369, 211 
374, 246 
243, 311 
243, 310 
243, 310 
242, 309 
242, 310 
241, 310 
241, 311 
241, 311 
216, 388 
216, 389 
107, 395 
107, 395 
107, 394 
107, 395 
107, 394 
107, 394 
108, 394 
108, 394 
208, 355 
208, 355 
269, 353 
271, 352 
272, 351 
274, 350 
278, 348 
280, 348 
243, 312 
243, 311 
244, 309 
244, 308 
245, 306 
246, 304 
247, 302 
248, 300 
250, 299 
251, 298 
251, 297 
300, 296 
302, 295 
304, 295 
306, 294 
306, 294 
306, 294 
306, 294 
305, 295 
304, 295 
304, 295 
303, 295 
